Enq,0,0.2094,Deq,0,0.4092
Enq,1,0.3693,Deq,1,0.4125
Enq,2,0.5545,Deq,2,0.5575
Enq,4,0.5608,Deq,4,0.5615
Enq,5,0.5644,Deq,5,0.5704
Enq,6,0.5754,Deq,6,0.5794
Enq,7,0.5811,Deq,7,0.5827
Enq,8,0.5834,Deq,8,0.5834
Enq,9,0.5867,Deq,9,0.5914
Enq,10,0.594,Deq,10,0.5954
Enq,11,0.5984,Deq,11,0.6037
Enq,12,0.608,Deq,12,0.6103
Enq,13,0.612,Deq,13,0.6133
Enq,14,0.615,Deq,14,0.616
Enq,15,0.6176,Deq,15,0.6183
Enq,16,0.621,Deq,16,0.6253
Enq,17,0.6256,Deq,17,0.6259
Enq,18,0.6283,Deq,18,0.6399
Enq,19,0.6432,Deq,19,0.6486
Enq,21,0.6529,Deq,21,0.6579
Enq,22,0.6625,Deq,22,0.6648
Enq,23,0.6662,Deq,23,0.6678
Enq,25,0.6718,Deq,25,0.6755
Enq,26,0.6761,Deq,26,0.6765
Enq,27,0.6791,Deq,27,0.6798
Enq,28,0.6828,Deq,28,0.8324
Enq,29,0.8367,Deq,29,0.8371
Enq,30,0.842,Deq,30,0.846
Enq,31,0.8477,Deq,31,0.8494
Enq,32,0.8497,Deq,32,0.8497
Enq,33,0.853,Deq,33,0.8573
Enq,34,0.8577,Deq,34,0.858
Enq,35,0.8623,Deq,35,0.8673
Enq,36,0.8703,Deq,36,0.8703
Enq,37,0.875,Deq,37,0.8786
Enq,38,0.8793,Deq,38,0.8796
Enq,39,0.8833,Deq,39,0.8869
Enq,41,0.8912,Deq,41,0.8946
Enq,42,0.8952,Deq,42,0.8952
Enq,44,0.9009,Deq,44,0.9015
Enq,45,0.9045,Deq,45,0.9095
Enq,46,0.9135,Deq,46,0.9158
Enq,47,0.9175,Deq,47,0.9188
Enq,48,0.9195,Deq,48,0.9198
Enq,49,0.9228,Deq,49,0.9268
Enq,50,0.9271,Deq,50,0.9275
Enq,51,0.9315,Deq,51,0.9368
Enq,52,0.9411,Deq,52,0.9431
Enq,53,0.9448,Deq,53,0.9464
Enq,54,0.9468,Deq,54,0.9471
Enq,55,0.9501,Deq,55,0.9541
Enq,56,0.9544,Deq,56,0.9544
Enq,57,0.9584,Deq,57,0.963
Enq,58,0.9677,Deq,58,0.97
Enq,59,0.9717,Deq,59,0.973
Enq,60,0.9737,Deq,60,0.9737
Enq,61,0.9767,Deq,61,0.9797
Enq,62,0.9863,Deq,62,0.99
Enq,63,0.9906,Deq,63,0.991
Enq,64,0.9946,Deq,64,1
Enq,65,1.0043,Deq,65,1.0066
Enq,66,1.0083,Deq,66,1.0096
Enq,67,1.0099,Deq,67,1.0103
Enq,68,1.0186,Deq,68,1.0262
Enq,69,1.0262,Deq,69,1.0269
Enq,70,1.0292,Deq,70,1.0299
Enq,71,1.0329,Deq,71,1.0378
Enq,72,1.0418,Deq,72,1.0442
Enq,73,1.0458,Deq,73,1.0475
Enq,74,1.0478,Deq,74,1.0478
Enq,75,1.0511,Deq,75,1.0551
Enq,76,1.0555,Deq,76,1.0558
Enq,77,1.0595,Deq,77,1.0641
Enq,78,1.0688,Deq,78,1.0708
Enq,79,1.0724,Deq,79,1.0738
Enq,81,1.0787,Deq,81,1.0827
Enq,82,1.0831,Deq,82,1.0834
Enq,83,1.0864,Deq,83,1.0871
Enq,84,1.0897,Deq,84,1.0947
Enq,85,1.0987,Deq,85,1.101
Enq,86,1.1027,Deq,86,1.104
Enq,87,1.1053,Deq,87,1.1063
Enq,88,1.1097,Deq,88,1.1133
Enq,89,1.114,Deq,89,1.1143
Enq,90,1.118,Deq,90,1.1233
Enq,91,1.1273,Deq,91,1.1296
Enq,92,1.1313,Deq,92,1.1326
Enq,93,1.1333,Deq,93,1.1333
Enq,94,1.1363,Deq,94,1.1402
Enq,95,1.1406,Deq,95,1.1409
Enq,96,1.1436,Deq,96,1.1442
Enq,97,1.1472,Deq,97,1.1522
Enq,98,1.1565,Deq,98,1.1585
