Enq,99,1.1602,Deq,99,1.1692
Enq,100,1.1735,Deq,100,1.1775
Enq,101,1.1778,Deq,101,1.1785
Enq,102,1.1808,Deq,102,1.1815
Enq,103,1.1841,Deq,103,1.1888
Enq,104,1.1928,Deq,104,1.1951
Enq,105,1.1968,Deq,105,1.1981
Enq,106,1.1984,Deq,106,1.1988
Enq,107,1.2017,Deq,107,1.2057
Enq,108,1.2061,Deq,108,1.2064
Enq,109,1.2101,Deq,109,1.2147
Enq,110,1.219,Deq,110,1.221
Enq,111,1.2227,Deq,111,1.2244
Enq,112,1.2247,Deq,112,1.2247
Enq,113,1.228,Deq,113,1.2317
Enq,114,1.232,Deq,114,1.2323
Enq,115,1.2353,Deq,115,1.236
Enq,116,1.2386,Deq,116,1.2433
Enq,117,1.2473,Deq,117,1.2496
Enq,118,1.2506,Deq,118,1.2506
Enq,119,1.2533,Deq,119,1.2539
Enq,120,1.2566,Deq,120,1.2609
Enq,121,1.2609,Deq,121,1.2616
Enq,122,1.2636,Deq,122,1.2646
Enq,123,1.2672,Deq,123,1.2719
Enq,124,1.2762,Deq,124,1.2782
Enq,125,1.2802,Deq,125,1.2815
Enq,127,1.2865,Deq,127,1.2902
Enq,128,1.2905,Deq,128,1.2908
Enq,129,1.2945,Deq,129,1.2992
Enq,130,1.3035,Deq,130,1.3058
Enq,131,1.3075,Deq,131,1.3088
Enq,132,1.3091,Deq,132,1.3095
Enq,134,1.3168,Deq,134,1.3171
Enq,135,1.3194,Deq,135,1.3201
Enq,136,1.3228,Deq,136,1.3277
Enq,137,1.3317,Deq,137,1.3341
Enq,138,1.3361,Deq,138,1.3374
Enq,139,1.3377,Deq,139,1.338
Enq,140,1.341,Deq,140,1.345
Enq,141,1.3454,Deq,141,1.3457
Enq,142,1.3484,Deq,142,1.3487
Enq,143,1.3517,Deq,143,1.3567
Enq,144,1.3607,Deq,144,1.363
Enq,145,1.3646,Deq,145,1.3676
Enq,146,1.3706,Deq,146,1.3746
Enq,147,1.375,Deq,147,1.3753
Enq,148,1.3776,Deq,148,1.3786
Enq,149,1.3806,Deq,149,1.3813
Enq,150,1.3839,Deq,150,1.3889
Enq,151,1.3932,Deq,151,1.3956
Enq,152,1.3969,Deq,152,1.3986
Enq,153,1.3989,Deq,153,1.3992
Enq,154,1.4022,Deq,154,1.4062
Enq,155,1.4065,Deq,155,1.4069
Enq,156,1.4092,Deq,156,1.4099
Enq,157,1.4125,Deq,157,1.4175
Enq,158,1.4215,Deq,158,1.4238
Enq,159,1.4255,Deq,159,1.4268
Enq,160,1.4271,Deq,160,1.4275
Enq,161,1.4305,Deq,161,1.4345
Enq,162,1.4348,Deq,162,1.4351
Enq,163,1.4375,Deq,163,1.4381
Enq,164,1.4408,Deq,164,1.4458
Enq,165,1.4498,Deq,165,1.4521
Enq,166,1.4537,Deq,166,1.4551
Enq,167,1.4554,Deq,167,1.4557
Enq,168,1.4587,Deq,168,1.4624
Enq,170,1.4657,Deq,170,1.4664
Enq,171,1.4687,Deq,171,1.4694
Enq,172,1.4717,Deq,172,1.4767
Enq,173,1.4807,Deq,173,1.483
Enq,174,1.4847,Deq,174,1.486
Enq,175,1.4863,Deq,175,1.4867
Enq,177,1.494,Deq,177,1.4946
Enq,178,1.497,Deq,178,1.4976
Enq,179,1.5006,Deq,179,1.5056
Enq,180,1.5103,Deq,180,1.5126
Enq,181,1.5142,Deq,181,1.5172
Enq,182,1.5162,Deq,182,1.5179
Enq,183,1.5182,Deq,183,1.5182
Enq,184,1.5216,Deq,184,1.5252
Enq,185,1.5259,Deq,185,1.5262
Enq,186,1.5329,Deq,186,1.5385
Enq,187,1.5425,Deq,187,1.5448
Enq,188,1.5465,Deq,188,1.5478
Enq,189,1.5482,Deq,189,1.5485
Enq,190,1.5515,Deq,190,1.5555
Enq,191,1.5558,Deq,191,1.5561
Enq,192,1.5588,Deq,192,1.5598
Enq,193,1.5625,Deq,193,1.5664
Enq,194,1.5668,Deq,194,1.5671
Enq,195,1.5844,Deq,195,1.5894
Enq,196,1.595,Deq,196,1.5977
Enq,197,1.598,Deq,197,1.5984
Enq,198,1.605,Deq,198,1.609
Enq,199,1.6107,Deq,199,1.6127
